symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
WAXPBUSD,0.00090000,2.206,0.04127450,0.04060000,0.04170000,4139.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04080000,0.04190000,0.04050000,299397.00000000,12357.46290000,1695877236384,1695963636384,6101339,6101502,164
WAXPBNB,0.00000000,0.000,0.00000000,0.00017060,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
WAXPBTC,-0.00000011,-5.366,0.00000202,0.00000205,0.00000194,3132.00000000,0.00000194,72636.00000000,0.00000195,3704.00000000,0.00000205,0.00000233,0.00000184,14664121.00000000,29.67931831,1697652437651,1697738837651,3540910,3549514,8605
TRIBEBTC,0.00000000,0.000,0.00000000,0.00000743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
TRIBEBNB,0.00000000,0.000,0.00000000,0.00143100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
TRIBEBUSD,0.00000000,0.000,0.00000000,0.20570000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
TRIBEUSDT,0.00000000,0.000,0.00000000,0.20180000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
GNOUSDT,0.20000000,0.211,94.08946169,94.90000000,95.10000000,0.15000000,95.00000000,0.59500000,95.10000000,1.92100000,94.90000000,95.40000000,92.50000000,791.42700000,74464.94040000,1697652450427,1697738850427,2603418,2606770,3353
GNOBUSD,0.00000000,0.000,0.00000000,304.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
GNOBNB,0.00000000,0.000,0.00000000,0.86500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
GNOBTC,0.00000000,0.000,0.00000000,0.00562400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ARPATRY,0.00150000,0.135,1.11680836,1.10920000,1.11090000,10.00000000,1.10970000,4060.00000000,1.11140000,3726.00000000,1.10940000,1.13890000,1.08820000,13707267.00000000,15308390.34500000,1697652456796,1697738856796,18145178,18149525,4348
PROMBTC,-0.00000130,-0.921,0.00014134,0.00014040,0.00013990,41.31000000,0.00013950,47.90000000,0.00013990,31.69000000,0.00014120,0.00014450,0.00013830,3042.93000000,0.43007509,1697652434031,1697738834031,1886788,1887015,228
MTLBUSD,-0.00100000,-0.080,1.24766312,1.24800000,1.25300000,8.00000000,1.26000000,269.70000000,1.26100000,40.40000000,1.25400000,1.26400000,1.22600000,31498.20000000,39299.14260000,1697652419717,1697738819717,3459505,3459899,395
OGNBUSD,0.03610000,47.005,0.09219171,0.07690000,0.11290000,1250.90000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07680000,0.11440000,0.07650000,6647862.40000000,612877.77921000,1694070003581,1694156403581,3355612,3359781,4170
XECUSDT,0.00000056,2.249,0.00002514,0.00002489,0.00002546,2504647.00,0.00002546,76630528.00,0.00002547,3772692.00,0.00002490,0.00002588,0.00002448,100291514701.00,2521593.34943526,1697652452521,1697738852521,32484935,32508347,23413
C98BRL,0.00000000,0.000,0.00000000,1.30800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
SOLAUD,0.00000000,0.000,0.00000000,28.48000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
XRPBIDR,120.00,1.555,7829.38,7687.00,7835.00,16.40000000,0.00,0.00000000,0.00,0.00000000,7715.00,7909.00,7690.00,52592.40000000,411765693.20,1695884447342,1695970847342,861075,861379,305
POLYBUSD,0.00000000,0.000,0.00000000,0.27000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ELFUSDT,-0.00070000,-0.207,0.33583804,0.33880000,0.33790000,46.80000000,0.33780000,3290.30000000,0.33800000,809.00000000,0.33860000,0.34050000,0.33180000,4517226.00000000,1517056.32447000,1697652453572,1697738853572,9748474,9756075,7602
DYDXUSDT,0.00900000,0.491,1.85079309,1.83300000,1.84200000,101.65000000,1.84200000,2642.35000000,1.84300000,3044.85000000,1.83300000,1.88000000,1.82100000,2945380.30000000,5451289.51664000,1697652455824,1697738855824,79124081,79146713,22633
DYDXBUSD,0.00800000,0.436,1.84739384,1.83200000,1.84100000,27.27000000,1.84200000,949.74000000,1.84300000,5.65000000,1.83300000,1.87900000,1.82200000,55222.35000000,102017.42938000,1697652446117,1697738846117,20269815,20270851,1037
DYDXBNB,0.00007300,0.841,0.00879792,0.00865100,0.00875000,433.63000000,0.00873400,54.41000000,0.00876200,59.04000000,0.00867700,0.00894700,0.00867700,6821.37000000,60.01385315,1697652331231,1697738731231,543118,543309,192
DYDXBTC,-0.00000021,-0.325,0.00006502,0.00006466,0.00006446,15.60000000,0.00006445,55.83000000,0.00006447,25.61000000,0.00006467,0.00006642,0.00006374,77876.46000000,5.06327249,1697652446121,1697738846121,9865510,9869790,4281
ELFBUSD,0.00060000,0.178,0.33558041,0.33820000,0.33830000,110.00000000,0.33750000,740.60000000,0.33910000,37.00000000,0.33770000,0.33880000,0.33230000,370671.70000000,124390.16037000,1697652453785,1697738853785,2994834,2995370,537
POLYUSDT,0.00000000,0.000,0.00000000,0.26960000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
